gene_id	KO1CT	KO1G	KO1NH	KO1NL	KO2CT	KO2G	KO2NH	KO2NL	KO3CT	KO3G	KO3NH	KO3NL	WT1CT	WT1G	WT1NH	WT1NL	WT2CT	WT2G	WT2NH	WT2NL	WT3CT	WT3G	WT3NH	WT3NL
Gm46614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46617	0	0	0	0	3	0	0	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
Gm46613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccn4	6	2	15	6	4	7	19	0	2	10	16	11	2	3	33	15	2	17	39	13	3	16	27	13
Ccn5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccn6	5	7	4	8	11	4	0	6	5	5	0	10	8	0	3	10	7	0	0	4	9	0	2	7
Ccn1	0	0	4	0	0	0	2	2	0	0	2	0	0	2	0	0	4	2	0	3	0	0	5	0
Ccn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Ccn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40728	0	0	0	0	4	4	0	4	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0
Olfr871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
Olfr876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Higd2a	1250	1003	761	1036	1163	925	804	1089	1087	1205	757	1035	1547	1130	1037	988	1330	1096	904	1017	1241	1100	881	1244
1700054O19Rik	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0
Serpinf1	0	2	18	6	7	6	17	18	0	5	19	9	8	0	29	6	3	4	32	15	7	5	31	18
Serpinf2	6	0	0	6	3	7	2	8	9	3	5	5	21	6	0	15	14	1	7	6	12	3	11	9
Gm15389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15384	4	4	5	8	11	11	4	2	0	5	0	2	8	4	7	4	4	0	5	7	9	2	6	4
Gm52065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330015K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr78	82	51	15	60	67	53	32	84	72	50	19	86	69	28	28	49	63	26	11	43	48	35	17	39
Wdr70	1258	1062	1721	983	1168	1167	1848	1103	1218	1255	1770	1047	1222	1588	1984	1326	1318	1543	1992	1306	1202	1554	2008	1312
Wdr73	453	983	1339	711	396	861	1289	842	450	1063	1493	740	467	1255	1423	981	408	1262	1421	907	417	1175	1426	910
Wdr72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr75	2198	3537	6378	2238	2363	3679	6208	2683	2175	3483	6709	2733	2033	5279	7103	4330	2044	5640	7139	4419	2173	5692	7408	3874
Wdr74	1098	2275	3596	1523	1027	2221	3716	1774	1103	2533	4117	1652	1594	3819	5044	2521	1386	3489	4382	2714	1319	3721	4839	2636
Wdr77	938	2720	3866	1887	856	2560	4221	2075	846	2678	5005	1936	857	4035	4686	3592	777	4047	4976	3265	861	4100	4891	2944
Wdr76	321	293	129	380	252	337	89	378	287	301	140	410	237	249	165	377	257	221	148	267	292	235	200	329
Hmces	520	680	737	558	468	696	658	552	464	748	721	627	553	920	804	756	585	718	717	709	516	781	803	777
Mgarp	4	51	13	75	4	83	25	83	2	55	15	57	0	36	23	69	3	43	16	57	5	50	12	101
Cyp46a1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0
Ptcd2	563	1048	1173	931	414	1134	1237	977	454	1212	1377	1022	853	1371	1492	1103	728	1344	1394	1081	662	1299	1535	1081
Ptcd3	1191	2480	3582	1675	1165	2470	3668	2028	1163	2648	3732	2017	1204	3569	3912	3037	1308	3654	3996	2767	1269	3670	4313	2570
4933402D24Rik	6	0	2	0	2	2	17	0	6	6	5	2	0	2	2	4	0	3	5	3	3	4	6	5
Ptcd1	927	816	561	854	831	831	613	927	883	834	603	953	1135	699	662	844	1155	712	692	724	1206	697	712	782
Tdrd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Tdrd3	459	507	476	504	425	480	464	434	482	506	526	513	436	500	466	492	494	487	486	502	450	526	546	514
Tdrd1	0	2	2	0	0	0	9	0	0	0	0	0	0	2	0	0	0	4	0	2	0	0	0	0
Tdrd7	130	91	22	179	113	99	24	115	163	89	43	148	101	68	48	153	166	56	45	135	192	62	41	127
Tdrd6	4	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Tdrd5	0	2	7	0	0	2	5	0	2	2	10	0	2	6	9	0	0	2	10	2	2	4	4	0
Atp6v0a4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0a1	52	53	40	80	26	78	55	60	27	46	54	76	36	33	45	76	44	26	23	41	35	48	65	52
Zfp69	133	128	25	140	129	170	26	166	126	107	49	158	170	82	32	101	156	148	61	173	119	54	51	109
Zfp68	1373	1320	921	1582	1278	1529	1097	1679	1447	1373	879	1715	1524	943	901	1365	1528	1053	865	1221	1511	985	967	1262
Gm52152	2	7	0	3	2	7	3	4	1	4	4	8	0	2	2	5	3	3	0	3	0	3	3	0
Gm52153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp65	515	401	329	362	559	413	323	433	549	415	320	497	654	383	363	400	687	359	342	425	646	331	347	429
Zfp64	660	541	426	530	648	578	488	704	741	635	571	581	1020	465	493	531	1077	475	615	464	997	482	536	468
Zfp62	3106	3458	2569	3042	3196	3471	2596	3393	3316	2922	2746	3489	2741	3004	2680	3399	3029	3090	2728	2964	3244	2975	2800	2801
Zfp61	148	96	77	127	113	79	82	126	135	106	102	138	227	109	106	142	203	122	128	121	220	129	140	113
LOC115487209	8	21	13	16	10	17	20	17	16	17	26	23	20	10	16	15	9	9	20	10	13	22	26	21
Ncdn	2463	3033	3231	2356	2586	2982	3210	2709	2578	2948	3322	2522	2577	3541	3447	2856	2753	3322	3361	3071	2547	3382	3702	2690
Gm29868	0	2	4	11	2	15	9	7	4	3	8	9	4	9	9	15	4	15	11	5	4	12	10	6
Plcg2	222	211	264	241	255	225	290	268	286	212	247	267	311	245	334	289	370	364	427	354	361	282	409	275
Plcg1	4779	5804	1605	6395	4020	5293	1693	6658	4294	4735	1283	6707	3494	2812	935	5019	4433	2874	1069	4341	5204	2550	873	4520
Gm2233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slamf7	132	2389	13928	3071	113	2228	12608	3356	157	1948	12862	3560	244	5022	14084	9003	181	7256	16918	10022	166	5657	17212	7149
Gm16124	57	48	18	70	60	42	17	43	67	57	17	85	105	37	11	46	81	23	15	31	65	43	18	70
Slamf6	4176	3444	5112	3516	3224	3541	5173	3901	4297	3489	5536	4036	2787	2795	5362	4730	2981	2996	5056	3931	3024	2940	5742	4233
Gm3973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC624931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp329	270	547	411	509	187	527	436	510	274	521	456	552	230	313	361	469	246	337	283	332	211	345	381	390
Zfp326	1242	940	539	830	1340	1000	538	903	1270	839	548	974	1101	612	457	617	1174	588	507	610	1287	595	585	613
Foxd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp324	62	119	14	157	74	125	26	130	54	104	44	145	127	54	31	119	105	69	37	94	123	29	46	92
Foxd2	161	85	26	92	139	74	38	85	87	75	40	101	126	69	38	63	128	61	61	51	140	72	37	65
Foxd3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd1	3	2	2	0	4	0	0	0	2	0	0	0	5	0	4	0	0	2	0	0	4	0	0	0
9030622O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slamf1	681	4296	15309	4241	591	4281	15045	5024	697	4238	15034	5025	578	5254	12006	8087	546	5848	11738	8208	554	5883	13131	7202
LOC115489977	120	81	31	116	57	83	42	109	129	51	55	102	78	74	32	90	45	69	45	65	65	44	80	91
9130214F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110083C13Rik	7	4	9	5	4	8	11	5	12	0	13	2	4	4	13	8	5	9	8	12	0	7	16	6
Bhlha15	71	30	14	53	183	28	15	57	95	41	13	51	66	20	21	27	62	27	22	31	65	33	19	29
Gm51785	0	0	0	0	0	0	0	0	1	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0
Gm40769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1a1	8070	8318	7721	8091	8063	8498	7866	8747	8263	7832	7482	9143	9368	7582	7095	8410	8918	7889	7315	8330	8604	7753	7691	8290
A030001D20Rik	0	7	4	8	5	4	2	3	0	2	3	3	0	3	6	8	7	4	1	4	3	5	4	3
4930553P18Rik	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
4930513D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam177a	1111	538	184	876	1067	517	219	920	1212	451	140	836	1061	339	217	706	1264	283	187	462	1253	329	164	821
Acan	0	0	6	5	0	4	20	0	0	4	16	0	0	2	17	0	0	0	10	2	0	7	12	3
Unc13d	2471	2537	1020	2782	2381	2474	1044	3027	2936	2277	939	2937	1954	1476	901	2074	2162	1647	874	1998	2213	1542	959	2231
Unc13b	0	3	0	8	0	5	0	4	3	4	7	3	0	0	21	6	2	6	25	7	3	2	19	5
Unc13c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc13a	149	2344	6902	1525	146	2023	7009	1707	134	1988	6413	1810	134	2455	6048	2655	112	3663	6186	3224	101	2855	6094	1991
Gm26232	2	0	1	6	0	5	0	4	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Cldn12	35	44	97	47	27	42	88	52	23	41	120	75	45	92	98	126	30	108	148	92	45	65	156	84
Cldn13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn10	21	215	27	113	21	213	32	123	38	233	14	123	42	118	9	67	30	81	2	51	21	95	14	57
Cldn11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
Ifnk	2	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
Cldn17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn15	24	11	14	16	12	5	17	11	19	12	14	6	17	9	19	10	14	13	16	6	15	10	20	4
Ifng	60	111	1959	260	54	117	1235	213	46	42	1648	240	52	1138	6707	2225	64	2144	8420	4370	76	959	7762	2256
Cldn18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0
Slc5a4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a4b	0	0	0	0	0	0	2	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0
Ifnz	6	5	1	4	5	3	2	7	2	3	3	7	10	2	2	6	1	3	0	4	5	2	1	5
Gm12923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm12925	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900040C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciita	65	78	53	90	66	62	79	80	120	88	122	72	142	105	83	138	126	66	48	62	132	56	87	64
Fn1	0	24	7	4	12	25	14	73	6	16	9	11	20	6	3	12	32	7	4	0	5	21	1	8
Esp24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930447K03Rik	5	0	0	0	8	3	0	6	7	4	2	4	0	0	0	3	2	0	0	0	11	0	0	0
Glmp	1239	1055	381	1341	958	1019	385	1425	1055	1198	399	1310	1449	796	378	1234	1433	854	351	1137	1292	757	365	1453
2610301B20Rik	206	245	85	200	210	211	106	264	225	193	93	266	279	170	130	200	249	194	116	150	201	194	135	178
Gm33260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33262	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm33265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd5	894	135	55	217	776	196	76	227	741	145	79	264	605	105	57	248	716	86	66	217	837	121	75	213
Mbd4	317	243	76	329	278	217	72	284	255	232	64	323	281	169	59	222	288	129	79	159	354	123	79	227
Mbd6	2752	2596	1565	2971	2373	2675	1620	2983	2310	2318	1712	2863	1973	2095	1585	2851	2239	2159	1690	2705	2328	2283	1659	3004
Mbd1	2411	2171	1517	1980	2238	1936	1593	2151	2349	1997	1633	2161	1765	1712	1472	2010	2001	1751	1479	1753	2289	1667	1485	1872
Pabpc4l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd3	1515	2682	3055	2232	1451	2670	3103	2242	1496	3144	3488	2238	2035	3901	4022	2887	1936	3764	4034	2965	1714	3856	3965	3142
Mbd2	6387	6166	3243	6865	6057	6737	3122	7241	5510	5908	3243	7974	6511	4303	3167	5471	6862	4701	3170	4898	6359	4684	3319	6420
Glmn	117	435	610	263	137	401	584	310	122	425	632	259	93	424	609	359	100	439	590	335	103	488	663	332
Arhgef9	0	15	87	12	6	13	40	25	6	5	37	21	0	12	28	17	2	10	41	21	0	11	46	8
Arhgef6	4010	2581	787	3127	3522	2587	735	3233	3865	2401	862	3549	3163	1411	477	3124	3665	1777	508	2871	3800	1544	500	3047
Arhgef7	2669	2887	3164	2343	2631	2884	3122	2528	2543	2671	3385	2529	2360	3290	3150	2868	2687	3238	3388	2942	2823	3241	3157	2628
Arhgef4	229	424	382	273	188	440	421	320	233	477	426	301	286	670	465	412	317	523	427	291	333	579	468	321
Arhgef5	61	43	53	26	63	16	51	25	74	33	45	29	58	34	56	41	67	38	71	29	49	28	51	12
Arhgef2	2087	3842	2400	3201	1627	3586	2350	3661	2180	3599	2161	3688	1731	3271	2232	4182	1898	3593	2126	4213	2103	3287	2103	3983
Arhgef3	4665	11523	11439	8615	5688	11385	11397	10092	6078	10657	10541	9772	5116	9478	7034	13196	5059	9194	5990	12162	4736	10138	6388	11134
Arhgef1	37566	21367	4152	26237	35831	21104	4231	26916	38557	20585	4161	26536	32248	12477	3555	20909	33452	11955	3481	19342	36544	10679	3535	21069
Ung	266	1125	1745	742	306	1225	1715	992	311	1301	1891	855	402	1937	2220	1190	381	1956	2171	1338	339	2062	2359	1215
Hotairm1	6	8	0	7	8	11	4	9	6	9	3	11	16	11	4	6	11	3	2	5	5	6	3	5
Hotairm2	3	4	0	4	3	3	2	3	0	3	2	3	4	2	1	2	2	1	1	2	0	0	0	2
Unk	3811	2261	1434	2163	3620	2191	1340	2308	3296	1917	1427	2146	2458	1540	1184	1851	2696	1648	1212	1583	2848	1476	1327	1820
Ifi44l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930570E01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup210l	76	28	23	23	89	59	31	48	79	36	36	61	76	39	47	56	71	42	61	61	78	47	38	35
Cyria	2189	569	74	1147	1511	622	79	1117	1982	724	81	1229	1847	344	106	1040	2000	317	73	924	2220	293	89	910
Cyrib	5772	4964	4615	5893	5527	5328	4371	5968	5687	5043	4279	6521	6379	4359	4618	5450	6250	4715	4729	5148	5727	4537	4867	6022
Gpr65	672	5134	11635	2945	595	5323	11299	3583	671	5519	12441	3410	895	7825	11768	5735	826	9400	11453	5974	774	8692	12179	4899
Gpr62	2	16	2	15	0	20	5	9	0	13	7	18	4	4	0	9	3	10	16	10	3	7	11	7
Gpr63	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	2
Gpr61	11	5	6	0	4	9	0	8	11	2	13	0	2	3	6	2	0	0	6	0	4	2	0	2
Tyw5	398	504	557	367	378	472	566	480	355	481	537	485	444	515	587	506	412	554	517	442	413	581	589	551
Tyw1	280	642	701	547	173	607	707	650	317	749	785	644	341	685	821	703	279	740	765	683	309	723	744	696
Gpr68	2374	4404	5206	3949	2271	4370	5256	4093	2262	4062	6258	4188	2159	2960	4665	3494	2207	2990	5330	3098	1912	2993	5216	3256
Tyw3	82	135	240	114	88	130	257	111	65	136	302	128	106	209	298	149	93	204	272	146	89	201	294	137
Traf1	4110	15765	19565	14412	4696	15382	20360	15425	4661	14455	17455	15320	4175	12958	18064	16513	3812	14322	17542	16673	3702	13623	17535	16679
Traf2	1002	1668	1106	1250	1012	1457	1130	1353	1049	1625	1143	1402	1366	1622	1157	1453	1123	1476	1083	1429	1145	1569	1159	1427
Traf3	2263	5621	5441	4138	1766	5571	5307	4575	2380	5245	5194	4563	2239	5216	4286	5027	2315	5312	4609	4889	2340	5108	4510	4063
Traf4	2277	4150	7732	4130	2291	4267	7476	4580	2106	3616	6097	4338	3116	5126	5520	5537	3231	5491	5434	6009	3434	5508	5673	5776
Traf5	589	631	319	1176	546	587	339	1048	576	586	317	1047	541	375	296	802	530	341	279	749	704	351	286	761
Traf6	5055	5216	6075	4469	5489	5364	6141	4988	4955	4965	5747	4909	5617	6396	5425	6059	6164	6279	5917	5439	6221	6415	6240	5177
Traf7	3320	4593	4129	3995	3311	4465	4171	4207	3097	4303	4387	4140	2872	4491	3998	4333	2814	4241	4211	4182	3285	4275	4043	4002
Pnpt1	1081	1366	2297	1017	959	1494	2274	1343	1038	1398	2266	1175	1176	2034	2654	1888	1156	2188	2472	2062	1230	2156	2772	1663
Acin1	15425	16762	14844	16143	15304	16200	14339	17492	15857	15717	14117	17134	13914	15731	14996	16570	16703	16074	15646	16140	16668	15283	15985	16566
Gm30798	0	2	0	2	2	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0
Gm35312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35311	0	4	3	2	2	0	3	2	3	1	0	1	5	0	1	0	3	3	2	2	5	0	1	0
Gm35317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gm35315	15	135	249	75	7	158	267	114	20	185	318	123	15	150	168	93	19	189	151	101	8	175	228	108
Gm35314	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0
Gm30790	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Gm30791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30794	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30797	18	11	18	5	22	10	12	8	11	13	13	17	7	11	11	15	7	12	20	11	7	11	12	6
1110036E04Rik	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
9830132P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mutyh	296	257	79	313	270	298	80	298	277	279	91	325	223	160	90	218	211	138	91	202	199	139	94	267
Gm34957	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
Gm30242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gm30240	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Gm30241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gm30247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30244	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnar1	7175	5057	1401	6405	6521	4842	1394	6586	7227	4433	1089	6733	7970	2360	914	4601	7693	2268	878	4012	8027	2386	843	4794
Gm39329	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39326	191	190	54	113	141	151	70	170	117	93	63	192	74	105	28	106	89	101	65	108	139	102	43	81
Gm39327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Gm39325	5	0	4	2	0	3	8	0	8	2	0	5	2	3	3	5	4	7	0	0	7	0	4	2
Gm39322	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnpepl1	2630	2465	1048	3037	2339	2370	1040	3031	2431	2522	1135	2965	2390	1710	1253	2153	2267	1584	1172	2068	2171	1868	1313	2407
Gm39321	0	4	0	2	2	4	0	3	7	0	0	0	6	0	0	0	2	0	0	0	0	0	2	0
Gm128	39	31	21	20	34	22	3	22	19	27	37	29	10	22	13	19	20	19	16	13	31	12	17	20
Kdm7a	9639	5097	1959	4936	10883	4687	1925	5211	10044	3874	1439	5696	5061	2360	824	3691	7558	2295	1013	3266	9117	2188	1008	3511
Nutf2	512	1984	3814	1392	410	2158	3751	1817	477	2307	4282	1604	815	3424	4710	2439	674	3462	4084	2406	630	3502	4555	2389
Kiz	478	317	18	494	413	264	26	486	487	316	25	606	444	116	20	419	541	157	22	347	520	134	20	397
Ces2b	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Ces2c	2	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0
Ces2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ces2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42059	2	0	0	4	3	7	0	2	4	0	0	3	0	3	0	0	3	0	0	0	0	0	2	3
Gm42056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42054	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kit	208	1411	1850	986	213	1159	1661	1049	164	901	1068	1045	252	1579	939	1747	198	1139	552	1539	151	1220	834	1053
Rhox2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kin	875	449	399	624	802	535	396	687	895	529	324	665	956	447	440	566	931	434	439	483	969	427	410	710
Rhox2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pttg1ip	2416	1709	861	1989	2376	1726	941	2232	2135	1743	1020	2048	3225	1369	1371	1788	2912	1248	1511	1576	2831	1376	1563	1894
Gm21103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41693	0	0	0	0	0	1	0	2	3	0	0	0	0	1	0	0	2	2	0	0	2	0	5	2
Cd55b	41	22	0	34	67	21	6	43	45	5	3	41	31	8	2	3	59	1	0	20	33	9	2	13
Mfsd4b1	0	2	2	0	2	2	2	0	0	0	3	0	2	4	0	4	2	4	0	0	0	2	0	0
Gm46052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kti12	1253	2366	3747	1994	1275	2491	3535	2280	1232	2522	4461	2159	1914	3488	4439	2931	1558	3573	4098	3102	1535	3456	4308	3108
Cdc40	3198	1934	1641	2096	2719	1951	1649	2250	2959	1742	1767	2285	3071	1637	1770	2220	3364	1650	1749	1853	3336	1646	1848	2139
Gm31111	0	15	6	11	10	16	9	14	7	13	13	13	10	14	14	17	13	18	9	13	2	20	7	10
